	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
TMEM244	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	4.34E-07	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
L3MBTL3	9.35E-06	1.12E-05	1.38E-05	1.15E-05	1.02E-05	1.27E-05	1.14E-05	1.15E-05	1.68E-05	2.07E-05	3.58E-05	3.06E-05	7.25E-06
SAMD3	0.000194703	0.000301286	0.000283027	0.000218188	0.000509117	0.000198076	0.00031436	0.000330484	0.00031148	0.000346052	0.000609116	0.000199028	0.000188203
TMEM200A	9.82E-06	1.91E-05	2.07E-05	2.30E-05	2.04E-05	2.22E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	4.78E-05	1.00E-08	1.00E-08
SMLR1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
EPB41L2	6.34E-06	3.20E-06	1.00E-08	2.30E-05	1.00E-08	2.98E-06	3.20E-06	1.00E-08	4.22E-06	1.89E-06	1.00E-08	1.53E-05	2.90E-05
AKAP7	2.20E-05	4.46E-05	2.07E-05	4.59E-05	3.06E-05	2.19E-05	2.50E-05	3.52E-05	3.79E-05	3.76E-05	1.00E-08	4.59E-05	3.63E-06
ARG1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MED23	3.01E-05	5.10E-05	3.45E-05	0.000114841	5.09E-05	3.01E-05	2.51E-05	2.91E-05	2.53E-05	3.20E-05	0.000107499	4.59E-05	7.25E-06
ENPP3	8.01E-07	1.00E-08	1.38E-05	1.00E-08	1.00E-08	2.22E-07	5.65E-07	7.75E-07	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
CTAGE9	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ENPP1	9.60E-07	1.00E-08	6.91E-06	0.000195222	1.00E-08	1.51E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MOXD1	3.49E-06	1.00E-08	1.00E-08	1.00E-08	1.02E-05	1.00E-08	4.26E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	7.25E-06
STX7	3.10E-05	5.74E-05	2.76E-05	0.000183739	8.15E-05	5.15E-05	5.84E-05	7.19E-05	7.16E-05	0.000122253	0.000191102	1.53E-05	3.98E-05
VNN1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
VNN2	1.52E-05	1.75E-05	4.14E-05	1.00E-08	2.04E-05	2.43E-05	2.67E-05	3.67E-05	2.95E-05	3.95E-05	1.00E-08	3.06E-05	1.81E-05
SLC18B1	4.92E-06	3.20E-06	1.00E-08	1.00E-08	2.04E-05	1.71E-06	2.37E-06	5.36E-06	4.22E-06	1.00E-08	3.58E-05	1.00E-08	1.00E-08
TBPL1	8.42E-05	9.41E-05	7.59E-05	4.59E-05	0.000101831	0.00010074	0.000124778	0.000142297	9.26E-05	0.000110969	0.000107499	0.00016841	8.69E-05
SLC2A12	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SGK1	3.67E-05	3.19E-05	0.000158776	3.45E-05	1.00E-08	8.85E-06	2.39E-05	3.29E-05	4.22E-06	3.77E-06	1.00E-08	1.00E-08	2.17E-05
ALDH8A1	4.85E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
HBS1L	6.89E-05	5.90E-05	6.21E-05	9.19E-05	9.16E-05	5.25E-05	5.89E-05	6.89E-05	6.31E-05	7.34E-05	0.000119443	9.19E-05	8.69E-05
MYB	3.97E-06	1.00E-08	6.91E-06	1.00E-08	2.04E-05	3.63E-07	2.65E-06	1.00E-08	1.00E-08	1.00E-08	1.20E-05	1.00E-08	2.17E-05
AHI1	0.000181881	0.000111594	0.000158776	9.19E-05	0.000122196	7.13E-05	5.55E-05	4.13E-05	2.95E-05	2.82E-05	0.000131386	3.06E-05	4.34E-05
PDE7B	9.51E-06	6.39E-06	6.91E-06	2.30E-05	4.07E-05	2.06E-06	4.45E-06	3.07E-06	1.00E-08	3.77E-06	1.00E-08	1.00E-08	1.00E-08
MTFR2	3.33E-06	1.00E-08	1.00E-08	1.00E-08	1.02E-05	3.63E-07	2.23E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	4.34E-05
BCLAF1	0.00022082	0.000216801	0.000310639	0.000287087	0.000234199	0.000209952	0.000176545	0.000204261	0.000206254	0.00019748	0.000286648	0.00016841	0.00015925
MAP7	3.49E-06	6.39E-06	6.91E-06	2.30E-05	1.00E-08	8.07E-08	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MAP3K5	2.23E-05	3.51E-05	2.07E-05	3.45E-05	2.04E-05	2.28E-05	2.03E-05	3.21E-05	2.11E-05	1.88E-05	4.78E-05	1.53E-05	1.45E-05
PEX7	4.92E-06	7.98E-06	6.91E-06	2.30E-05	1.00E-08	5.95E-06	6.81E-06	1.22E-05	4.22E-06	1.13E-05	1.00E-08	1.00E-08	3.63E-06
IFNGR1	0.000343651	0.000368236	0.000131164	0.000218188	0.000101831	0.00052133	0.000254127	0.000260105	0.000109445	0.000214405	0.000131386	0.000244955	6.15E-05
TNFAIP3	0.001714889	0.001318292	0.002429816	0.000264121	0.000397113	0.001093545	0.001154291	0.000904989	0.000239926	0.000261422	0.001182392	0.000459282	0.00039811
PERP	6.78E-05	7.65E-05	2.76E-05	1.15E-05	8.15E-05	1.78E-05	1.40E-05	1.22E-05	1.26E-05	1.89E-06	3.58E-05	1.00E-08	2.90E-05
HEBP2	7.17E-05	6.70E-05	0.000131164	5.74E-05	7.13E-05	4.50E-05	3.32E-05	3.98E-05	6.74E-05	3.39E-05	1.20E-05	7.66E-05	6.15E-05
NHSL1	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.20E-05	1.00E-08	1.00E-08
CCDC28A	6.08E-05	7.65E-05	5.52E-05	9.19E-05	9.16E-05	6.79E-05	6.90E-05	7.42E-05	6.74E-05	8.09E-05	7.17E-05	9.19E-05	6.88E-05
REPS1	4.13E-05	4.94E-05	5.52E-05	0.000103358	2.04E-05	4.26E-05	4.58E-05	4.36E-05	2.95E-05	4.89E-05	8.36E-05	1.00E-08	5.43E-05
ABRACL	0.000243613	0.000221583	0.000172581	0.000252638	0.00033602	0.000267067	0.000272169	0.000320539	0.000324107	0.000332887	0.000107499	0.000382737	0.000448778
HECA	3.12E-05	2.87E-05	2.76E-05	1.00E-08	1.02E-05	4.01E-05	3.11E-05	3.60E-05	2.53E-05	2.82E-05	7.17E-05	1.00E-08	1.09E-05
TXLNB	8.01E-07	3.20E-06	1.00E-08	1.15E-05	1.00E-08	1.35E-06	4.73E-06	3.07E-06	4.22E-06	1.00E-08	1.20E-05	1.53E-05	1.00E-08
CITED2	0.000233641	0.000320415	0.000379667	0.000229671	7.13E-05	0.000192209	0.00044579	0.000381738	0.000113655	0.000165508	1.20E-05	0.000137792	0.000141155
NMBR	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
VTA1	6.36E-05	7.49E-05	4.83E-05	5.74E-05	9.16E-05	6.21E-05	5.83E-05	7.27E-05	0.000101027	8.28E-05	0.000107499	0.000107173	7.60E-05
HIVEP2	2.90E-05	3.67E-05	3.45E-05	2.30E-05	1.02E-05	1.65E-05	1.10E-05	9.19E-06	1.68E-05	9.41E-06	5.97E-05	1.00E-08	7.25E-06
AIG1	2.61E-05	3.35E-05	5.52E-05	9.19E-05	2.04E-05	1.49E-05	1.64E-05	1.68E-05	4.22E-06	7.53E-06	1.20E-05	1.53E-05	2.17E-05
ADAT2	1.01E-05	1.75E-05	1.00E-08	2.30E-05	1.00E-08	6.87E-06	7.23E-06	8.42E-06	1.00E-08	1.32E-05	4.78E-05	1.00E-08	7.25E-06
PEX3	3.40E-05	3.99E-05	1.38E-05	8.04E-05	1.00E-08	2.49E-05	2.68E-05	2.98E-05	3.37E-05	4.33E-05	4.78E-05	1.53E-05	2.53E-05
FUCA2	4.48E-05	6.22E-05	8.97E-05	0.000114841	5.09E-05	3.56E-05	3.79E-05	3.98E-05	3.37E-05	3.95E-05	7.17E-05	1.53E-05	3.26E-05
PHACTR2	2.96E-05	2.39E-05	7.59E-05	8.04E-05	2.04E-05	2.20E-05	2.14E-05	2.37E-05	1.68E-05	2.82E-05	5.97E-05	7.66E-05	1.45E-05
LTV1	3.47E-05	3.35E-05	2.76E-05	6.89E-05	8.15E-05	2.89E-05	3.15E-05	4.44E-05	4.63E-05	6.58E-05	3.58E-05	1.53E-05	2.90E-05
PLAGL1	1.06E-05	2.87E-05	1.00E-08	2.30E-05	1.00E-08	6.65E-06	7.64E-06	1.30E-05	2.11E-05	1.69E-05	3.58E-05	1.00E-08	3.63E-06
SF3B5	0.000221453	0.000215207	0.000207096	0.000206705	0.000325838	0.00021285	0.000207911	0.000227976	0.000265181	0.00022757	8.36E-05	0.000275573	0.00031849
STX11	0.000123315	5.58E-05	4.83E-05	2.30E-05	4.07E-05	8.02E-05	0.000156699	5.36E-05	5.89E-05	4.89E-05	5.97E-05	1.53E-05	6.88E-05
UTRN	0.000194386	0.000277375	0.000255416	0.000344502	0.000386931	0.000312237	0.000258429	0.000257045	0.000370407	0.000364858	0.000824095	0.000214337	9.05E-05
EPM2A	1.59E-06	3.20E-06	1.00E-08	1.15E-05	1.00E-08	2.20E-06	2.51E-06	7.75E-07	4.22E-06	1.00E-08	1.00E-08	1.00E-08	1.09E-05
FBXO30	1.24E-05	2.07E-05	1.00E-08	1.15E-05	1.00E-08	7.93E-06	9.73E-06	1.30E-05	2.11E-05	1.51E-05	3.58E-05	1.00E-08	1.00E-08
SHPRH	2.64E-05	4.78E-05	5.52E-05	6.89E-05	4.07E-05	2.76E-05	3.00E-05	3.37E-05	4.21E-05	5.45E-05	0.000143329	7.66E-05	3.98E-05
RAB32	1.41E-05	1.60E-06	1.38E-05	1.15E-05	1.00E-08	4.34E-07	1.12E-06	1.54E-06	1.00E-08	1.00E-08	1.20E-05	1.00E-08	1.81E-05
STXBP5	6.97E-06	1.91E-05	1.38E-05	4.59E-05	2.04E-05	1.16E-05	8.75E-06	1.07E-05	8.43E-06	7.53E-06	7.17E-05	1.00E-08	3.63E-06
SAMD5	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SASH1	3.27E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.51E-07	5.65E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
UST	5.55E-06	4.79E-06	1.38E-05	1.15E-05	1.00E-08	5.31E-06	5.56E-06	4.60E-06	4.22E-06	3.77E-06	1.00E-08	1.00E-08	7.25E-06
TAB2	3.51E-05	5.42E-05	3.45E-05	4.59E-05	2.04E-05	1.94E-05	1.51E-05	1.22E-05	2.53E-05	2.45E-05	7.17E-05	3.06E-05	1.45E-05
SUMO4	2.54E-06	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.42E-06	1.12E-06	7.75E-07	1.00E-08	1.89E-06	1.20E-05	1.00E-08	1.00E-08
ZC3H12D	1.59E-06	1.60E-06	6.91E-06	1.00E-08	1.00E-08	7.88E-07	4.26E-07	7.75E-07	4.22E-06	1.00E-08	1.00E-08	1.00E-08	7.25E-06
PPIL4	8.11E-05	6.06E-05	6.21E-05	6.89E-05	3.06E-05	6.25E-05	5.95E-05	5.59E-05	4.63E-05	6.40E-05	0.000119443	6.12E-05	2.90E-05
GINM1	5.37E-05	5.74E-05	8.28E-05	5.74E-05	6.11E-05	5.01E-05	3.98E-05	5.13E-05	5.05E-05	5.27E-05	7.17E-05	3.06E-05	3.26E-05
KATNA1	3.63E-05	3.99E-05	2.07E-05	3.45E-05	1.02E-05	3.80E-05	4.61E-05	5.13E-05	5.05E-05	5.64E-05	4.78E-05	4.59E-05	8.32E-05
LATS1	4.58E-05	8.45E-05	6.90E-05	3.45E-05	5.09E-05	4.60E-05	3.76E-05	5.36E-05	4.21E-05	5.27E-05	0.000203045	4.59E-05	2.17E-05
NUP43	1.30E-05	3.51E-05	6.91E-06	8.04E-05	4.07E-05	1.14E-05	1.21E-05	2.07E-05	3.37E-05	3.39E-05	7.17E-05	1.00E-08	1.45E-05
PCMT1	0.000129805	0.00012594	0.000158776	0.000137807	0.000224017	0.000128944	0.000128387	0.000148417	0.000185208	0.000139179	0.000131386	0.000107173	0.000202679
LRP11	3.02E-06	4.79E-06	1.00E-08	1.00E-08	1.00E-08	3.63E-07	9.82E-07	1.00E-08	4.22E-06	1.00E-08	1.00E-08	1.53E-05	1.45E-05
RAET1E	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
RAET1G	4.85E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ULBP2	2.82E-05	1.28E-05	1.00E-08	1.00E-08	1.00E-08	2.38E-05	4.89E-05	1.07E-05	1.68E-05	7.53E-06	1.00E-08	1.53E-05	3.63E-06
ULBP1	1.75E-06	1.60E-06	1.00E-08	1.00E-08	1.00E-08	2.22E-07	2.37E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ULBP3	9.60E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.21E-06	1.12E-06	2.30E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PPP1R14C	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-07	5.65E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PLEKHG1	2.38E-06	4.79E-06	1.00E-08	1.15E-05	1.00E-08	7.88E-07	4.26E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MTHFD1L	1.25E-05	4.79E-06	1.00E-08	1.15E-05	2.04E-05	4.11E-06	1.68E-06	3.83E-06	1.00E-08	5.65E-06	1.00E-08	1.53E-05	3.62E-05
AKAP12	5.08E-06	4.79E-06	1.00E-08	1.00E-08	1.02E-05	7.88E-07	1.68E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ZBTB2	2.77E-05	2.39E-05	2.76E-05	1.15E-05	2.04E-05	4.02E-05	3.29E-05	2.83E-05	4.21E-05	3.57E-05	2.39E-05	6.12E-05	1.09E-05
RMND1	1.11E-05	2.55E-05	2.76E-05	2.30E-05	1.00E-08	1.24E-05	1.50E-05	6.89E-06	2.95E-05	2.07E-05	1.20E-05	1.53E-05	3.63E-06
CCDC170	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ESR1	3.27E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	3.63E-07	4.26E-07	1.00E-08	4.22E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SYNE1	0.000115876	0.000216801	0.000158776	0.000287087	0.000386931	0.000372533	0.000282855	0.000281525	0.000387243	0.000441966	0.000895754	0.000336809	0.000144774
MYCT1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
FBXO5	1.90E-05	2.55E-05	6.91E-06	1.00E-08	1.00E-08	1.45E-05	1.60E-05	9.19E-06	2.11E-05	1.32E-05	2.39E-05	3.06E-05	0.000115821
MTRF1L	4.54E-05	4.15E-05	2.76E-05	9.19E-05	2.04E-05	4.19E-05	3.94E-05	3.98E-05	5.05E-05	5.08E-05	5.97E-05	1.53E-05	2.90E-05
RGS17	6.50E-06	2.07E-05	2.07E-05	1.15E-05	2.04E-05	4.32E-06	6.67E-06	6.89E-06	1.26E-05	1.69E-05	7.17E-05	1.00E-08	3.63E-06
IPCEF1	7.49E-05	0.000232742	0.000103553	0.000172256	0.000101831	6.89E-05	0.000130052	0.000113228	0.000109445	0.000116611	0.000358308	7.66E-05	2.90E-05
CNKSR3	1.68E-07	1.00E-08	6.91E-06	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SCAF8	3.94E-05	5.26E-05	7.59E-05	5.74E-05	3.06E-05	4.04E-05	3.89E-05	2.68E-05	3.79E-05	4.33E-05	0.000179159	4.59E-05	3.26E-05
TIAM2	2.70E-06	3.20E-06	1.00E-08	1.00E-08	1.02E-05	2.34E-06	1.40E-06	1.54E-06	1.00E-08	1.00E-08	1.20E-05	1.00E-08	3.63E-06
TFB1M	1.82E-05	3.83E-05	1.38E-05	5.74E-05	4.07E-05	1.28E-05	2.15E-05	2.68E-05	2.11E-05	3.57E-05	8.36E-05	3.06E-05	3.26E-05
ARID1B	4.18E-05	3.67E-05	7.59E-05	8.04E-05	2.04E-05	4.33E-05	3.82E-05	3.06E-05	2.11E-05	3.39E-05	0.000119443	3.06E-05	1.45E-05
TMEM242	2.93E-05	4.94E-05	2.07E-05	6.89E-05	7.13E-05	3.41E-05	3.55E-05	4.74E-05	4.21E-05	5.45E-05	3.58E-05	3.06E-05	2.17E-05
ZDHHC14	8.87E-06	1.91E-05	1.00E-08	1.00E-08	1.02E-05	6.65E-06	8.20E-06	1.15E-05	1.00E-08	7.53E-06	3.58E-05	3.06E-05	3.63E-06
SNX9	0.000110811	4.46E-05	8.97E-05	9.19E-05	4.07E-05	4.66E-05	3.33E-05	2.37E-05	1.26E-05	9.41E-06	8.36E-05	9.19E-05	1.09E-05
SYNJ2	2.19E-05	1.44E-05	1.00E-08	1.15E-05	1.02E-05	3.90E-05	3.91E-05	2.30E-05	1.68E-05	2.07E-05	3.58E-05	3.06E-05	2.17E-05
SERAC1	5.08E-06	9.57E-06	1.00E-08	1.00E-08	1.00E-08	5.88E-06	4.73E-06	8.42E-06	4.22E-06	3.77E-06	1.20E-05	1.00E-08	1.00E-08
GTF2H5	4.56E-05	5.10E-05	4.14E-05	6.89E-05	8.15E-05	4.93E-05	5.54E-05	6.89E-05	0.000105236	7.90E-05	1.00E-08	3.06E-05	8.32E-05
TULP4	3.02E-05	7.49E-05	5.52E-05	8.04E-05	6.11E-05	2.91E-05	1.93E-05	2.45E-05	3.37E-05	3.76E-05	0.000131386	3.06E-05	3.63E-06
TMEM181	3.09E-05	3.83E-05	3.45E-05	1.15E-05	5.09E-05	6.62E-05	4.21E-05	6.27E-05	8.84E-05	9.78E-05	0.000167216	4.59E-05	6.15E-05
DYNLT1	0.000177133	0.000197673	0.000158776	0.000126324	0.000132378	0.000185918	0.00012922	0.000194317	0.00022309	0.000195599	0.000191102	0.0003215	0.000141155
SYTL3	0.000921872	0.000809789	0.000766227	0.000172256	0.000437842	0.001122032	0.000526841	0.000514081	0.000458797	0.000524715	0.001743725	0.000642991	0.000162869
EZR	0.000995475	0.000475038	0.000427987	0.000333019	0.000448024	0.00070229	0.000472437	0.000299885	0.000227299	0.00019936	0.000609116	0.00016841	0.000361919
RSPH3	9.35E-06	9.57E-06	2.07E-05	1.15E-05	1.00E-08	3.69E-06	7.09E-06	4.60E-06	1.00E-08	7.53E-06	1.20E-05	1.00E-08	1.00E-08
TAGAP	0.00044812	0.000696611	0.000490113	0.000413401	0.000305474	0.000383843	0.000865339	0.00086062	0.000391452	0.000509669	0.000501627	0.000244955	0.000217156
WTAP	0.000211006	0.00019289	0.000283027	0.000218188	0.000162924	0.000202318	0.000191118	0.000205026	0.000185208	0.000159866	0.000191102	0.000229646	0.000231632
ACAT2	5.32E-05	2.71E-05	2.07E-05	0.000172256	6.11E-05	5.23E-05	6.07E-05	5.66E-05	3.79E-05	4.51E-05	4.78E-05	7.66E-05	0.000126678
TCP1	0.000220978	0.000133911	0.000207096	0.000287087	0.000122196	0.000162733	0.000375842	0.000172897	0.000143118	0.000178673	8.36E-05	0.000137792	0.000296776
PNLDC1	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	2.22E-07	1.12E-06	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
IGF2R	7.23E-05	0.00011	6.90E-05	5.74E-05	9.16E-05	0.000199207	0.000160169	0.000156832	0.00017679	0.000244496	0.000274705	0.000107173	7.96E-05
SLC22A1	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	4.26E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.53E-05	1.00E-08
SLC22A2	1.68E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.51E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
LPA	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PLG	6.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MAP3K4	3.82E-05	6.22E-05	4.83E-05	5.74E-05	3.06E-05	3.76E-05	3.04E-05	3.98E-05	3.79E-05	4.14E-05	7.17E-05	1.53E-05	1.45E-05
AGPAT4	7.22E-05	5.42E-05	5.52E-05	2.30E-05	6.11E-05	8.40E-05	5.59E-05	6.04E-05	5.89E-05	5.45E-05	0.000226932	0.000137792	2.17E-05
PACRG	1.00E-08	1.00E-08	6.91E-06	1.00E-08	1.00E-08	8.07E-08	1.49E-07	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
QKI	2.72E-05	3.51E-05	6.21E-05	2.30E-05	2.04E-05	3.90E-05	2.94E-05	3.06E-05	4.21E-05	3.57E-05	5.97E-05	4.59E-05	3.26E-05
PDE10A	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.02E-05	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
SFT2D1	0.000116667	0.000156227	8.28E-05	0.000172256	8.15E-05	0.000167963	0.000168496	0.000186667	0.000159954	0.000189957	0.000131386	0.000137792	0.00015925
MPC1	8.75E-05	6.38E-05	8.28E-05	6.89E-05	9.16E-05	8.72E-05	7.83E-05	9.03E-05	8.84E-05	0.000103446	3.58E-05	0.000199028	9.41E-05
RPS6KA2	1.33E-05	1.75E-05	4.83E-05	3.45E-05	1.00E-08	7.88E-07	9.82E-07	2.30E-06	1.00E-08	1.00E-08	4.78E-05	1.00E-08	1.00E-08
RNASET2	0.000116667	0.00012594	0.000151873	0.00014929	0.000101831	0.000129368	0.000115063	0.000125468	0.000147327	0.000161747	0.000107499	0.000229646	5.43E-05
CCR6	1.93E-05	6.39E-06	1.38E-05	2.30E-05	1.00E-08	8.58E-07	1.26E-06	2.30E-06	1.00E-08	5.65E-06	1.00E-08	1.00E-08	1.00E-08
SMOC2	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
WDR27	8.87E-06	2.23E-05	6.91E-06	2.30E-05	1.02E-05	7.50E-06	9.45E-06	9.19E-06	1.00E-08	1.13E-05	5.97E-05	1.00E-08	7.25E-06
C6orf120	2.26E-05	5.58E-05	2.07E-05	6.89E-05	3.06E-05	2.47E-05	2.78E-05	2.98E-05	3.37E-05	2.82E-05	5.97E-05	3.06E-05	2.90E-05
PHF10	1.44E-05	2.55E-05	6.91E-06	4.59E-05	2.04E-05	1.49E-05	1.60E-05	1.07E-05	8.43E-06	1.69E-05	8.36E-05	1.53E-05	2.17E-05
ERMARD	9.82E-06	1.12E-05	2.07E-05	3.45E-05	1.02E-05	9.20E-06	7.78E-06	1.91E-05	2.11E-05	9.41E-06	2.39E-05	1.00E-08	7.25E-06
DLL1	1.24E-05	3.20E-06	1.38E-05	3.45E-05	1.00E-08	1.14E-06	2.79E-06	7.75E-07	1.00E-08	1.89E-06	1.20E-05	1.00E-08	1.00E-08
FAM120B	3.80E-05	5.74E-05	6.90E-05	8.04E-05	3.06E-05	3.35E-05	3.32E-05	4.74E-05	5.47E-05	3.76E-05	0.000131386	4.59E-05	2.53E-05
PSMB1	0.000355839	0.000360266	0.000372764	0.000367468	0.000417478	0.000300927	0.000286325	0.000342724	0.000366198	0.000331007	0.000250818	0.000413355	0.000495826
TBP	3.48E-05	5.58E-05	4.14E-05	9.19E-05	4.07E-05	3.68E-05	3.57E-05	5.66E-05	7.16E-05	6.40E-05	5.97E-05	4.59E-05	4.71E-05
PDCD2	0.000116351	0.00012594	8.97E-05	0.000183739	0.00014256	0.000119825	0.000109373	0.000149947	0.000143118	0.000131656	0.000131386	0.000137792	0.000173727
FAM20C	3.27E-07	1.00E-08	1.00E-08	1.15E-05	1.00E-08	2.22E-07	1.00E-08	7.75E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PDGFA	5.08E-06	4.79E-06	2.76E-05	1.00E-08	1.00E-08	8.58E-07	3.48E-06	1.00E-08	1.00E-08	1.89E-06	1.20E-05	1.00E-08	1.00E-08
PRKAR1B	2.38E-05	2.71E-05	1.00E-08	4.59E-05	1.00E-08	6.44E-06	9.59E-06	1.07E-05	1.68E-05	9.41E-06	8.36E-05	1.53E-05	1.45E-05
DNAAF5	7.13E-06	1.12E-05	2.07E-05	1.15E-05	1.02E-05	4.11E-06	3.62E-06	9.19E-06	4.22E-06	3.77E-06	1.20E-05	1.53E-05	1.09E-05
SUN1	2.38E-05	2.55E-05	2.76E-05	9.19E-05	3.06E-05	1.87E-05	1.31E-05	1.30E-05	3.79E-05	7.53E-06	7.17E-05	1.00E-08	3.26E-05
GET4	4.16E-05	4.46E-05	6.21E-05	9.19E-05	3.06E-05	4.56E-05	4.28E-05	5.74E-05	5.89E-05	7.71E-05	2.39E-05	9.19E-05	5.79E-05
