	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
COL15A1	8.73E-07	1.88E-06	9.14E-06	4.20E-06	1.56E-06	1.71E-06	6.19E-07	3.77E-06	2.53E-06
TGFBR1	4.31E-05	0.000116214	7.82E-05	0.000121562	0.000140227	0.00010692	0.000107303	4.85E-05	6.97E-05
ALG2	6.88E-05	6.42E-05	0.000114286	7.95E-05	0.000109914	9.27E-05	9.22E-05	7.37E-05	7.29E-05
SEC61B	0.000729365	0.000422552	0.000604359	0.000548249	0.000602777	0.000484515	0.00064315	0.000705991	0.000614781
NR4A3	0.000616716	0.000552478	0.000846018	0.000420694	0.000423443	0.000745878	0.000714808	0.000475569	0.000333514
STX17	1.83E-05	4.56E-05	3.78E-05	4.51E-05	4.26E-05	5.06E-05	3.17E-05	4.87E-05	2.68E-05
ERP44	0.000207824	0.000242955	0.000243887	0.000253373	0.000296525	0.000263303	0.000244088	0.000265789	0.000240379
INVS	8.28E-06	1.82E-05	1.39E-05	1.57E-05	1.77E-05	2.25E-05	1.57E-05	1.26E-05	1.10E-05
TEX10	1.37E-05	3.05E-05	2.36E-05	1.97E-05	1.69E-05	2.26E-05	1.36E-05	1.27E-05	1.80E-05
MSANTD3	1.95E-05	1.13E-05	3.54E-05	1.58E-05	1.68E-05	1.24E-05	1.54E-05	1.71E-05	3.10E-05
ZNF189	1.47E-05	4.30E-05	1.84E-05	2.83E-05	3.92E-05	4.00E-05	2.08E-05	2.27E-05	1.65E-05
RNF20	1.87E-05	3.76E-05	2.27E-05	3.70E-05	4.49E-05	4.05E-05	3.47E-05	3.40E-05	2.27E-05
GRIN3A	8.51E-08	3.17E-07	4.86E-07	4.81E-07	1.60E-07	3.42E-07	2.62E-07	1.00E-08	1.00E-08
SMC2	8.31E-06	3.98E-05	2.80E-05	3.91E-05	4.59E-05	4.31E-05	3.69E-05	2.11E-05	2.13E-05
NIPSNAP3A	6.03E-05	6.24E-05	7.18E-05	7.66E-05	8.69E-05	7.47E-05	8.84E-05	7.38E-05	4.72E-05
NIPSNAP3B	2.18E-06	2.02E-05	2.27E-05	1.25E-05	1.20E-05	1.86E-05	9.69E-06	2.59E-06	3.83E-06
ABCA1	0.000298261	0.000335242	0.000315036	0.000352891	0.000256625	0.000338531	0.000288754	0.000272744	0.000362727
SLC44A1	0.000168202	8.00E-05	0.0001615	7.51E-05	8.08E-05	7.69E-05	9.19E-05	0.000121722	0.000136523
FSD1L	5.67E-06	7.07E-06	1.30E-05	7.18E-06	6.78E-06	5.04E-06	4.51E-06	1.63E-05	8.06E-06
FKTN	2.86E-06	1.10E-05	4.21E-06	8.80E-06	5.21E-06	6.62E-06	4.77E-06	5.11E-06	5.67E-06
TMEM38B	3.58E-05	3.00E-05	5.96E-05	2.96E-05	3.81E-05	3.19E-05	3.36E-05	5.47E-05	9.53E-05
ZNF462	1.00E-08	1.24E-06	1.00E-08	4.03E-07	3.99E-07	1.00E-08	1.00E-08	1.00E-08	4.76E-07
RAD23B	0.000132195	0.000140005	0.000125197	0.000134295	0.000143161	0.000133098	0.000129954	0.000148493	0.000139812
KLF4	0.000361657	0.000795691	0.000440898	0.00046037	0.000443292	0.000800154	0.000519375	0.00038993	0.000492837
CTNNAL1	1.66E-05	1.38E-05	1.73E-05	1.17E-05	1.12E-05	1.37E-05	1.76E-05	1.31E-05	2.33E-05
TMEM245	1.84E-05	3.90E-05	2.02E-05	3.09E-05	2.79E-05	3.24E-05	3.09E-05	1.68E-05	2.75E-05
AKAP2	1.21E-05	1.88E-05	3.90E-05	2.43E-05	3.82E-05	5.42E-05	2.78E-05	4.24E-05	1.80E-05
TXN	0.000665363	0.000471487	0.000632066	0.000553489	0.000546254	0.000390868	0.000462501	0.000910728	0.000746563
LPAR1	5.22E-06	5.53E-06	1.92E-05	1.08E-05	1.32E-05	2.17E-05	6.39E-06	6.80E-06	1.44E-05
PTGR1	6.51E-06	3.35E-05	2.08E-05	4.20E-05	5.14E-05	3.55E-05	2.64E-05	1.46E-05	2.88E-05
DNAJC25	1.68E-05	2.15E-05	1.73E-05	2.02E-05	1.54E-05	1.18E-05	1.52E-05	2.16E-05	1.98E-05
GNG10	0.00026728	0.000184351	0.000264705	0.000291501	0.000239468	0.000185653	0.000192357	0.000427646	0.000291989
UGCG	2.72E-05	0.000123391	8.44E-05	0.000127447	0.000181129	0.000179845	7.97E-05	0.000100893	8.54E-05
SUSD1	3.26E-05	2.71E-05	1.47E-05	2.94E-05	3.49E-05	2.15E-05	2.16E-05	2.94E-05	2.56E-05
PTBP3	0.000151238	0.000169131	0.000154019	0.000149378	0.000139896	0.000146508	0.000150128	0.000148378	0.000121539
HSDL2	3.99E-05	8.17E-05	6.45E-05	7.49E-05	8.68E-05	8.41E-05	7.14E-05	4.04E-05	6.37E-05
KIAA1958	4.00E-06	9.63E-06	5.85E-06	6.86E-06	9.60E-06	1.85E-05	7.59E-06	2.98E-06	5.26E-06
INIP	3.22E-05	3.75E-05	3.67E-05	3.85E-05	4.60E-05	4.36E-05	4.57E-05	3.87E-05	4.12E-05
SNX30	2.56E-05	3.48E-05	2.38E-05	2.83E-05	2.52E-05	2.68E-05	3.16E-05	2.21E-05	2.81E-05
SLC46A2	6.79E-06	4.04E-06	2.75E-06	3.03E-06	1.71E-06	2.03E-06	4.25E-06	4.01E-06	7.35E-06
SLC31A2	0.000263708	0.000256125	0.000249606	0.00028888	0.000337174	0.00031927	0.000287288	0.000389036	0.000455978
FKBP15	7.33E-05	9.60E-05	7.59E-05	0.000111771	9.34E-05	7.94E-05	6.67E-05	0.000118286	0.000112268
SLC31A1	5.64E-05	6.79E-05	7.24E-05	0.000107086	0.000116667	7.10E-05	5.78E-05	0.000103157	9.14E-05
CDC26	0.000136194	8.53E-05	0.000130954	0.000106287	0.000119665	9.64E-05	0.000131277	0.000158147	0.000146747
PRPF4	5.88E-05	5.11E-05	5.50E-05	4.43E-05	5.46E-05	5.09E-05	6.33E-05	4.94E-05	5.06E-05
BSPRY	1.00E-08	2.46E-07	1.00E-08	2.23E-07	1.18E-07	1.00E-08	1.00E-08	1.00E-08	5.57E-07
HDHD3	4.09E-06	1.07E-05	1.32E-05	1.77E-05	1.49E-05	1.03E-05	5.53E-06	8.68E-06	1.27E-05
ALAD	1.39E-05	1.90E-05	1.91E-05	2.89E-05	3.23E-05	2.69E-05	2.39E-05	2.07E-05	2.17E-05
POLE3	4.52E-05	7.72E-05	4.86E-05	7.08E-05	8.29E-05	6.17E-05	8.21E-05	6.53E-05	7.62E-05
RGS3	3.76E-06	5.24E-06	2.77E-06	4.67E-06	3.32E-06	3.14E-06	2.26E-06	9.09E-06	4.66E-06
ZNF618	3.10E-06	4.02E-05	5.81E-05	4.75E-05	4.49E-05	6.16E-05	3.77E-05	1.84E-05	9.37E-06
ORM1	5.30E-07	1.62E-07	3.26E-07	1.02E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
AKNA	9.43E-05	8.33E-05	7.51E-05	7.17E-05	6.99E-05	8.20E-05	0.000106632	7.29E-05	7.31E-05
ATP6V1G1	0.000589839	0.000473045	0.000542054	0.000526914	0.000578133	0.000467237	0.000626216	0.000687899	0.000662278
TNFSF15	5.09E-05	4.32E-05	7.42E-05	3.83E-05	8.67E-06	1.42E-05	4.35E-06	2.68E-05	3.36E-05
TNFSF8	7.96E-05	7.94E-05	4.93E-05	5.22E-05	4.29E-05	5.25E-05	6.04E-05	2.52E-05	5.38E-05
TNC	3.38E-07	1.66E-06	3.70E-06	9.45E-07	1.00E-08	1.33E-06	1.00E-08	6.55E-07	1.29E-06
TRIM32	4.00E-07	7.68E-06	5.99E-07	7.09E-06	7.65E-06	4.47E-06	1.00E-06	8.24E-07	2.13E-06
TLR4	0.000273094	0.000173846	0.000144217	0.000146233	9.41E-05	0.000139278	0.000117204	0.000117155	0.000127009
CDK5RAP2	2.00E-05	4.52E-05	3.46E-05	3.30E-05	3.22E-05	4.33E-05	3.61E-05	2.30E-05	2.84E-05
MEGF9	7.22E-05	4.31E-05	3.10E-05	3.21E-05	5.46E-05	5.19E-05	7.92E-05	4.73E-05	4.53E-05
FBXW2	5.78E-05	4.81E-05	4.80E-05	5.19E-05	5.45E-05	4.61E-05	4.23E-05	4.35E-05	5.16E-05
PSMD5	2.78E-05	3.12E-05	2.81E-05	3.52E-05	2.31E-05	2.91E-05	2.53E-05	3.10E-05	3.86E-05
PHF19	4.49E-05	2.98E-05	3.54E-05	3.65E-05	4.25E-05	3.32E-05	5.33E-05	3.73E-05	3.75E-05
TRAF1	0.000378351	0.000152461	0.000735916	0.000147642	7.60E-05	0.000282435	0.000281039	0.000386511	0.000323548
C5	3.93E-06	1.26E-05	2.57E-06	5.45E-06	4.01E-06	5.68E-06	3.48E-06	2.33E-06	2.33E-06
CNTRL	6.49E-05	0.000152687	6.70E-05	9.84E-05	0.000100034	0.000123359	9.45E-05	7.45E-05	5.73E-05
RAB14	0.000132521	0.000210312	0.000140809	0.000191812	0.000212275	0.000167475	0.000172747	0.000176567	0.000139644
GSN	0.000245307	0.000577957	0.000734698	0.000672286	0.000770003	0.000658569	0.000588553	0.000543912	0.000397249
STOM	9.50E-05	0.000274157	0.000165991	0.000227808	0.000196781	0.000221383	0.000125928	0.000227819	0.000171947
DAB2IP	3.26E-07	8.40E-07	2.03E-06	2.64E-06	1.29E-06	1.48E-06	2.82E-06	1.00E-08	1.15E-06
TTLL11	1.25E-06	3.92E-06	2.35E-06	2.76E-06	3.42E-06	2.42E-06	1.31E-06	1.82E-06	2.05E-06
NDUFA8	6.98E-05	7.48E-05	9.01E-05	0.000127826	0.000144918	0.000105886	0.000111174	0.000117052	9.69E-05
RBM18	3.77E-05	4.72E-05	3.90E-05	4.77E-05	5.25E-05	4.54E-05	3.82E-05	6.06E-05	5.43E-05
MRRF	2.74E-05	4.40E-05	3.52E-05	4.50E-05	4.79E-05	3.94E-05	3.47E-05	4.73E-05	4.44E-05
PTGS1	4.03E-05	0.000112703	0.000184744	0.000159937	0.000207163	0.000191903	0.000139949	7.56E-05	0.000103626
PDCL	1.87E-05	4.20E-05	2.36E-05	3.94E-05	3.83E-05	3.31E-05	3.28E-05	2.38E-05	3.68E-05
RC3H2	3.65E-05	5.02E-05	4.16E-05	4.54E-05	4.52E-05	4.45E-05	5.72E-05	4.09E-05	3.90E-05
ZBTB6	4.78E-06	6.25E-06	5.01E-06	7.51E-06	5.29E-06	4.40E-06	3.54E-06	5.13E-06	7.32E-06
ZBTB26	1.40E-06	5.42E-06	1.97E-06	4.37E-06	3.94E-06	2.54E-06	1.62E-06	2.48E-06	3.16E-06
RABGAP1	2.79E-05	5.12E-05	2.45E-05	3.84E-05	3.65E-05	4.16E-05	3.20E-05	3.06E-05	3.37E-05
STRBP	4.95E-06	8.42E-06	2.54E-05	1.11E-05	2.34E-05	1.93E-05	1.39E-05	6.18E-06	9.19E-06
DENND1A	0.000108871	8.72E-05	7.49E-05	7.50E-05	5.77E-05	7.11E-05	7.66E-05	0.000104888	7.08E-05
NEK6	7.30E-05	0.000103223	0.000118784	0.000141485	0.000152552	8.91E-05	9.80E-05	0.000111326	0.000125357
PSMB7	0.000155409	0.000128299	0.000133346	0.000158791	0.000178067	0.000131177	0.000166078	0.000206557	0.000173275
NR6A1	6.12E-06	1.04E-05	6.85E-06	8.52E-06	7.98E-06	7.53E-06	1.05E-05	9.81E-06	5.82E-06
OLFML2A	1.82E-06	2.26E-06	9.32E-07	1.40E-06	2.00E-06	2.26E-06	9.55E-07	1.00E-08	7.09E-07
ARPC5L	7.17E-05	6.19E-05	7.33E-05	9.02E-05	0.000101008	6.11E-05	7.07E-05	9.13E-05	8.40E-05
GOLGA1	9.41E-06	2.80E-05	1.08E-05	2.27E-05	1.98E-05	1.98E-05	1.95E-05	1.18E-05	1.98E-05
SCAI	6.16E-06	1.10E-05	9.76E-06	1.24E-05	1.03E-05	1.09E-05	1.02E-05	8.66E-06	1.10E-05
PPP6C	0.000124639	0.000115989	0.000131672	0.000120558	0.000127482	0.000112599	0.000126389	0.000143979	0.000142617
RABEPK	1.71E-05	2.85E-05	2.24E-05	3.14E-05	3.27E-05	2.66E-05	2.81E-05	2.93E-05	2.79E-05
HSPA5	0.000661911	0.00064978	0.00058014	0.00048447	0.000618015	0.000661005	0.000504288	0.000644183	0.000510511
GAPVD1	5.89E-05	8.72E-05	5.15E-05	6.86E-05	6.72E-05	7.27E-05	6.59E-05	6.32E-05	5.73E-05
MAPKAP1	7.13E-05	7.78E-05	9.17E-05	9.05E-05	0.00010308	9.24E-05	0.0001225	8.86E-05	8.88E-05
PBX3	2.40E-05	4.71E-05	4.23E-05	4.73E-05	5.10E-05	5.05E-05	3.97E-05	3.73E-05	2.60E-05
MVB12B	8.42E-06	7.04E-05	2.14E-05	4.81E-05	3.32E-05	5.52E-05	1.71E-05	2.03E-05	7.62E-06
ZBTB43	0.000191253	6.39E-05	0.000114732	5.84E-05	6.85E-05	6.02E-05	0.000102677	0.000134689	0.000117042
ZBTB34	1.10E-05	1.51E-05	5.24E-06	8.72E-06	5.18E-06	4.90E-06	8.03E-06	8.01E-06	1.31E-05
RALGPS1	4.03E-06	8.08E-06	5.50E-06	5.96E-06	5.05E-06	6.85E-06	5.10E-06	1.80E-06	2.36E-06
GARNL3	4.90E-07	1.81E-05	5.40E-06	8.45E-06	7.67E-06	1.22E-05	1.75E-06	1.00E-08	6.07E-07
SLC2A8	1.19E-05	0.000105491	4.44E-05	9.44E-05	8.09E-05	7.87E-05	2.93E-05	2.26E-05	2.90E-05
ZNF79	2.19E-06	6.98E-06	3.09E-06	6.61E-06	6.55E-06	5.57E-06	1.51E-06	1.58E-06	3.65E-06
LRSAM1	1.19E-05	2.73E-05	1.80E-05	2.58E-05	2.52E-05	2.38E-05	1.71E-05	1.66E-05	1.59E-05
STXBP1	1.80E-06	2.53E-06	6.60E-06	6.32E-06	9.34E-06	5.13E-06	4.90E-06	1.69E-06	5.97E-06
PTRH1	3.07E-05	3.04E-05	2.48E-05	4.35E-05	3.91E-05	2.59E-05	3.04E-05	4.28E-05	4.03E-05
TOR2A	6.36E-05	4.89E-05	4.41E-05	7.24E-05	8.27E-05	5.76E-05	7.85E-05	7.89E-05	7.22E-05
SH2D3C	1.88E-05	6.41E-06	1.33E-05	8.73E-06	8.79E-06	3.95E-06	6.92E-06	1.30E-05	9.42E-06
CDK9	6.46E-05	5.74E-05	4.91E-05	5.26E-05	4.40E-05	3.65E-05	4.07E-05	5.37E-05	5.16E-05
FPGS	7.12E-05	7.75E-05	8.85E-05	7.53E-05	7.43E-05	6.74E-05	6.59E-05	0.000128973	8.73E-05
ENG	0.000121049	0.000174582	0.000160459	0.000204661	0.000182816	0.000147995	0.000160651	0.000186604	0.000304036
AK1	1.64E-06	2.10E-05	8.67E-06	3.21E-05	1.51E-05	1.72E-05	3.58E-06	4.03E-06	6.27E-06
ST6GALNAC6	1.20E-05	1.69E-05	1.71E-05	1.98E-05	2.29E-05	2.21E-05	1.46E-05	9.16E-06	1.92E-05
ST6GALNAC4	1.27E-05	1.80E-05	2.11E-05	2.87E-05	3.04E-05	2.80E-05	3.02E-05	1.71E-05	2.33E-05
DPM2	3.68E-05	6.93E-05	5.22E-05	9.13E-05	9.10E-05	6.38E-05	6.47E-05	7.77E-05	7.91E-05
FAM102A	3.08E-06	5.40E-06	1.07E-06	5.33E-06	3.33E-06	2.76E-06	1.96E-06	1.70E-06	2.53E-06
NAIF1	2.53E-06	6.31E-06	3.15E-06	6.59E-06	6.98E-06	4.36E-06	3.34E-06	3.99E-06	7.51E-06
SLC25A25	2.27E-05	5.83E-05	5.32E-05	4.38E-05	3.26E-05	6.01E-05	3.12E-05	4.19E-05	4.31E-05
PTGES2	5.18E-05	7.09E-05	6.48E-05	9.05E-05	9.65E-05	7.42E-05	8.75E-05	8.89E-05	7.67E-05
C9orf16	0.000292858	0.000205141	0.000239089	0.00032632	0.000393477	0.000310232	0.00040134	0.000256595	0.000264164
CIZ1	4.22E-05	4.91E-05	3.36E-05	4.66E-05	5.05E-05	5.11E-05	4.95E-05	4.31E-05	4.62E-05
DNM1	1.60E-06	1.94E-05	4.11E-06	3.89E-06	4.71E-07	2.10E-06	4.79E-07	7.45E-07	3.01E-06
GOLGA2	5.12E-05	6.95E-05	5.74E-05	7.21E-05	7.78E-05	6.93E-05	5.74E-05	6.06E-05	6.78E-05
SWI5	1.87E-05	3.00E-05	2.68E-05	3.56E-05	4.44E-05	3.48E-05	3.62E-05	2.70E-05	4.11E-05
TRUB2	5.78E-06	1.82E-05	1.10E-05	2.55E-05	2.98E-05	1.77E-05	1.99E-05	2.03E-05	1.90E-05
COQ4	4.44E-05	6.10E-05	4.32E-05	7.25E-05	8.01E-05	7.20E-05	7.81E-05	6.91E-05	6.21E-05
SLC27A4	6.84E-06	8.21E-06	6.06E-06	1.15E-05	8.73E-06	4.33E-06	4.87E-06	1.08E-05	9.20E-06
URM1	7.61E-05	8.24E-05	6.75E-05	9.00E-05	0.000108241	8.55E-05	9.44E-05	8.85E-05	9.04E-05
CERCAM	2.42E-06	5.21E-06	4.75E-06	1.24E-05	1.17E-05	9.53E-06	7.20E-06	3.70E-06	1.42E-05
ODF2	3.40E-05	4.53E-05	3.39E-05	2.94E-05	3.73E-05	3.53E-05	4.53E-05	3.39E-05	3.45E-05
GLE1	1.51E-05	2.61E-05	2.31E-05	3.22E-05	3.00E-05	2.47E-05	2.06E-05	3.00E-05	2.61E-05
SPTAN1	7.90E-05	0.000100942	0.000100304	0.000100349	8.43E-05	8.68E-05	9.75E-05	8.04E-05	9.41E-05
WDR34	3.40E-06	5.58E-06	3.77E-06	1.01E-05	5.42E-06	3.40E-06	3.28E-06	4.12E-06	8.65E-06
SET	0.000319845	0.000278649	0.000264054	0.000299406	0.000416162	0.000367489	0.000413305	0.000385523	0.000281254
PKN3	5.24E-07	9.63E-07	1.17E-06	2.25E-06	1.41E-06	7.68E-07	1.03E-06	1.06E-06	4.33E-07
ZDHHC12	4.15E-05	5.05E-05	5.57E-05	9.47E-05	0.0001007	4.91E-05	8.57E-05	8.72E-05	9.34E-05
ZER1	8.68E-06	1.38E-05	8.91E-06	1.71E-05	1.18E-05	1.21E-05	1.14E-05	9.01E-06	1.28E-05
TBC1D13	6.03E-06	1.91E-05	6.83E-06	1.54E-05	1.48E-05	1.22E-05	9.67E-06	7.05E-06	1.16E-05
ENDOG	1.76E-05	1.33E-05	6.12E-06	1.48E-05	2.51E-05	2.04E-05	2.34E-05	2.05E-05	1.59E-05
LRRC8A	1.18E-05	1.82E-05	1.03E-05	1.54E-05	1.52E-05	1.64E-05	1.32E-05	1.80E-05	2.10E-05
PHYHD1	1.70E-07	3.63E-06	2.87E-06	4.46E-06	6.48E-06	4.46E-06	2.18E-06	2.23E-06	1.74E-06
DOLK	7.10E-06	1.08E-05	7.11E-06	1.27E-05	8.49E-06	7.02E-06	7.41E-06	4.94E-06	1.09E-05
NUP188	2.81E-05	2.34E-05	2.38E-05	2.55E-05	2.42E-05	2.18E-05	3.01E-05	3.08E-05	2.99E-05
SH3GLB2	2.25E-05	2.52E-05	1.44E-05	2.70E-05	1.87E-05	1.97E-05	1.63E-05	1.09E-05	1.59E-05
DOLPP1	1.78E-06	8.74E-06	3.91E-06	7.76E-06	8.90E-06	6.40E-06	1.52E-06	5.26E-06	3.08E-06
CRAT	1.87E-05	2.78E-05	2.61E-05	3.62E-05	3.98E-05	3.35E-05	2.96E-05	3.18E-05	2.96E-05
IER5L	1.18E-05	6.15E-05	2.66E-05	6.94E-05	5.34E-05	4.33E-05	4.20E-05	2.44E-05	2.89E-05
NTMT1	5.56E-05	7.32E-05	6.03E-05	8.27E-05	9.82E-05	7.14E-05	8.78E-05	7.82E-05	8.41E-05
ASB6	8.82E-06	2.13E-05	1.14E-05	1.87E-05	1.52E-05	1.44E-05	1.15E-05	1.30E-05	1.45E-05
PTGES	4.71E-05	1.90E-06	7.55E-06	1.35E-06	2.04E-06	1.85E-06	4.36E-06	5.57E-06	1.78E-05
TOR1B	6.63E-05	3.24E-05	3.95E-05	4.28E-05	4.27E-05	3.15E-05	3.77E-05	7.59E-05	5.19E-05
TOR1A	4.66E-05	6.02E-05	5.62E-05	7.59E-05	8.25E-05	6.84E-05	6.12E-05	7.01E-05	6.61E-05
C9orf78	9.43E-05	0.000121169	0.000102509	0.000141252	0.000163384	0.000129167	0.000154697	0.000145211	0.000124124
USP20	5.74E-06	1.27E-05	6.67E-06	1.20E-05	9.13E-06	1.02E-05	6.05E-06	4.04E-06	9.38E-06
FNBP1	0.000221982	0.000291986	0.000240328	0.000237149	0.000217128	0.000270343	0.000220718	0.000223937	0.000174861
GPR107	4.74E-05	5.78E-05	8.14E-05	5.43E-05	4.36E-05	5.57E-05	4.32E-05	4.57E-05	5.02E-05
NCS1	1.54E-05	7.81E-06	8.82E-06	9.35E-06	5.46E-06	4.58E-06	1.40E-05	1.25E-05	1.65E-05
ASS1	9.81E-08	4.31E-06	5.19E-07	3.09E-06	6.36E-07	1.17E-06	1.00E-08	1.32E-06	1.19E-06
FUBP3	2.89E-05	3.96E-05	2.81E-05	3.61E-05	4.11E-05	4.15E-05	3.57E-05	3.40E-05	3.40E-05
EXOSC2	7.52E-06	1.99E-05	1.11E-05	1.64E-05	1.77E-05	1.31E-05	1.37E-05	1.18E-05	9.76E-06
ABL1	1.58E-05	2.35E-05	1.07E-05	1.98E-05	1.31E-05	1.54E-05	2.68E-05	1.11E-05	1.56E-05
QRFP	1.26E-06	1.24E-06	3.65E-07	7.73E-07	8.22E-07	5.25E-07	7.28E-07	1.61E-06	8.91E-07
NUP214	0.000204744	0.000160422	0.000111356	0.000139883	0.000133304	0.000153687	0.000160362	8.96E-05	0.000163981
FAM78A	1.68E-05	3.12E-05	1.67E-05	3.19E-05	2.89E-05	2.20E-05	2.65E-05	2.88E-05	1.54E-05
PRRC2B	8.27E-05	0.000131574	8.12E-05	9.83E-05	9.15E-05	0.000108243	0.000116373	6.55E-05	7.96E-05
POMT1	8.55E-06	1.91E-05	1.12E-05	2.12E-05	1.54E-05	1.28E-05	9.47E-06	6.90E-06	1.77E-05
UCK1	1.77E-05	2.82E-05	1.79E-05	3.06E-05	2.75E-05	2.47E-05	1.77E-05	2.47E-05	2.77E-05
RAPGEF1	0.00014906	0.000113185	0.000207856	0.000129827	9.58E-05	0.000120497	0.000132879	0.000120716	0.000179975
MED27	2.81E-05	3.26E-05	4.04E-05	3.96E-05	5.11E-05	4.22E-05	4.19E-05	4.36E-05	3.30E-05
NTNG2	1.86E-06	8.67E-07	8.55E-07	1.47E-06	9.12E-07	8.39E-07	2.34E-06	1.29E-06	4.86E-07
SETX	0.000104326	0.000135693	8.82E-05	0.000104134	8.31E-05	8.57E-05	7.65E-05	9.35E-05	7.32E-05
TTF1	1.74E-05	3.71E-05	1.72E-05	3.06E-05	2.64E-05	2.21E-05	1.78E-05	1.58E-05	2.75E-05
DDX31	3.03E-06	9.75E-06	5.00E-06	7.35E-06	7.93E-06	7.73E-06	5.62E-06	4.97E-06	8.35E-06
GTF3C4	7.02E-06	9.37E-06	3.92E-06	7.49E-06	7.22E-06	5.02E-06	6.84E-06	6.39E-06	9.12E-06
AK8	1.00E-08	1.41E-07	4.35E-07	9.52E-07	6.76E-07	1.43E-07	1.00E-08	1.00E-08	9.74E-07
TSC1	1.21E-05	3.09E-05	1.38E-05	2.35E-05	2.22E-05	1.76E-05	1.85E-05	1.45E-05	2.69E-05
GTF3C5	1.91E-05	3.68E-05	2.33E-05	3.49E-05	3.70E-05	3.42E-05	2.25E-05	2.90E-05	3.31E-05
RALGDS	0.000171957	0.000158762	0.000149437	0.000173346	9.79E-05	0.000130045	8.49E-05	0.000159818	0.0001119
GBGT1	5.89E-05	0.000111026	6.78E-05	9.56E-05	8.47E-05	9.80E-05	7.39E-05	6.79E-05	9.19E-05
SURF6	7.34E-06	3.03E-05	9.19E-06	2.65E-05	3.03E-05	1.31E-05	1.65E-05	1.69E-05	1.51E-05
MED22	7.85E-06	2.45E-05	8.41E-06	1.88E-05	1.14E-05	1.48E-05	7.50E-06	1.17E-05	9.11E-06
SURF1	0.000137815	0.0001132	0.000122545	0.00015355	0.000164928	0.000131878	0.000164907	0.000139169	0.000151462
SURF2	2.91E-05	4.24E-05	3.15E-05	4.44E-05	4.96E-05	3.27E-05	3.62E-05	5.43E-05	4.65E-05
SURF4	0.000204771	0.000135345	0.000140389	0.000142749	0.000143138	0.000114234	0.000144763	0.0001913	0.000181873
STKLD1	1.00E-08	1.73E-06	3.11E-07	1.37E-06	1.29E-06	9.18E-07	1.43E-06	5.75E-07	9.48E-07
REXO4	8.78E-06	2.35E-05	8.79E-06	2.50E-05	2.22E-05	2.46E-05	1.39E-05	1.71E-05	1.84E-05
CACFD1	5.50E-06	5.39E-06	5.82E-06	4.96E-06	3.45E-06	4.60E-06	4.99E-06	2.24E-06	5.35E-06
SLC2A6	0.000196876	1.38E-05	6.45E-05	2.20E-05	1.55E-05	1.14E-05	3.50E-05	0.000197165	7.18E-05
SARDH	1.00E-08	3.20E-07	1.00E-08	2.94E-07	4.46E-07	8.87E-07	2.62E-07	1.00E-08	1.52E-07
VAV2	2.70E-05	1.68E-05	1.40E-05	1.29E-05	6.56E-06	9.32E-06	1.37E-05	1.59E-05	2.61E-05
BRD3	3.27E-05	5.23E-05	3.86E-05	4.60E-05	3.79E-05	4.53E-05	3.77E-05	3.05E-05	2.95E-05
WDR5	2.58E-05	3.64E-05	2.54E-05	3.29E-05	3.65E-05	2.81E-05	3.47E-05	4.38E-05	4.62E-05
RXRA	0.00019504	5.19E-05	5.97E-05	5.03E-05	3.50E-05	2.85E-05	6.17E-05	8.10E-05	8.88E-05
FCN1	0.001273604	0.000127795	0.000244007	8.66E-05	2.81E-05	2.86E-05	0.000336957	0.000750371	0.000551004
OLFM1	6.33E-06	1.41E-06	1.29E-06	1.23E-06	2.71E-07	4.70E-07	2.87E-06	2.30E-06	4.59E-06
PPP1R26	3.19E-06	8.54E-06	1.98E-06	6.71E-06	3.37E-06	3.84E-06	3.63E-06	1.15E-06	3.63E-06
C9orf116	9.74E-07	1.23E-06	3.05E-07	2.63E-06	1.91E-06	1.96E-06	1.26E-06	7.61E-07	2.63E-06
CAMSAP1	1.92E-05	1.73E-05	2.33E-05	1.63E-05	1.56E-05	1.15E-05	2.16E-05	2.12E-05	1.73E-05
UBAC1	4.50E-05	7.42E-05	5.22E-05	8.59E-05	8.79E-05	6.03E-05	8.04E-05	7.34E-05	5.98E-05
NACC2	3.80E-05	1.81E-05	9.97E-06	1.15E-05	7.68E-06	6.64E-06	9.64E-06	2.98E-05	1.13E-05
QSOX2	1.28E-05	8.06E-06	3.04E-06	5.16E-06	5.58E-06	4.39E-06	8.24E-06	4.96E-06	8.42E-06
GPSM1	4.97E-06	3.86E-06	2.88E-06	3.97E-06	1.77E-06	2.26E-06	4.80E-06	3.48E-06	6.52E-06
DNLZ	2.58E-05	1.33E-05	9.55E-06	1.59E-05	3.40E-05	2.51E-05	3.41E-05	2.77E-05	3.13E-05
CARD9	5.87E-05	7.10E-05	0.000103433	9.16E-05	9.75E-05	0.000105768	9.99E-05	8.06E-05	5.09E-05
SNAPC4	3.39E-06	8.18E-06	5.85E-06	7.27E-06	4.65E-06	6.11E-06	4.22E-06	5.86E-06	6.69E-06
PMPCA	3.65E-05	3.50E-05	2.94E-05	4.09E-05	4.27E-05	3.33E-05	3.82E-05	3.39E-05	4.56E-05
